ID,text
250,RT @siwuol_: rt to save life #coronavirus https://t.co/xQ8z2ihrAu
251,"RT @StrategicNews2: Update of confirmed #coronavirus cases worldwide:
 -China (HK, Macao, Taiwan): 1,142 &amp; 54 deaths
 -Japan: 3
 -South Kor…"
252,"RT @Navrajs14661738: #BornFighterSana Jesus gives u wealth, health, respect with full of joy and Siddhartha shukla u will loose your respec…"
253,"RT @muqingmq: This is an example of how Westerners are using the death and tragedy in China to spread lies and attack China. Those ""gunshot…"
254,"RT @lalalalisa_nct: he’s spitting on the buttons to infect others. this is ridiculous, it’s like the virus is messing with their brains too…"
255,RT @ChrisRGun: Can you catch coronavirus from a Team Deathmatch lobby?
256,RT @dinh30287890: I thought I should share this with my fellow wizones. We've been hearing about the virus spreading around. Please be caut…
257,"RT @LagosWaste: Protect yourself &amp; others from getting sick.
A newly identified coronavirus has been spreading in China, and has now reache…"
258,"RT @LutroDraws: Hey mental health twitter, I'm about to really piss you off: If you have a mental health episode, you still owe the people…"
259,"Erm, can we finally put POFMA to good use and POFMA the hell out of people spreading falsehoods and untruths of the Wuhan coronavirus?????"
260,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
261,should i dm ari and just tell her how thankful i am for her and how much she's helped me with my mental health?
262,"RT @JeromeAdamsMD: Getting questions about #coronavirus - 

1) https://t.co/eBLa0mmNoQ estimates current risk of coronavirus to U.S. citize…"
263,"RT @The_Jonathanian: One of the ways to prevent #CoronaVirus is to use Face Mask.

#FaceMask can only be useful to combat #CoronaVirusOutbr…"
264,"RT @uwu_uwu_mo: If Symptoms Persist - a #HongKong protest art thread

Masks are in the spotlight again as #coronavirus spreads. We look at…"
265,RT @PneumoniaWuhan: An AI Epidemiologist Sent the First Warnings of the Wuhan Virus | WIRED https://t.co/mv2m9hr5kS #wuhanpneumonia #corona…
266,"RT @nawat2918: จีน : Go to Thailand
ไทย : Well come, I have ชิม ช็อป ใช้ to you
จีน : Thanks you and I have Coronavirus Free!! to you.
#ไว…"
267,"RT @tashortyy: This new coronavirus outbreak has come to a similar circumstances of a Korean movie, The Flu (2013). You can watch the movie…"
268,"RT @sunfloweraidil: oh my god.

the coronavirus has spread to western region of xinjiang. if the virus continues to spread there, the conce…"
269,"RT @Himansh56735438: MORE SCARY IMAGES! coming out of #China as #CoronaVirus quickly spreads:
😷💔💔
#WuhanCoronovirus
#Wuhan
#WuhanPneumonia…"
270,"RT @tashe_art: Wish this New Year brings for you lots of joy, love, good health and indeed wealth. May your dreams come true. Happy New Yea…"
271,"RT @QuickTake: Wearing a face mask does help if you do it properly.

Seto Wing Hong of Hong Kong University demonstrates the correct way to…"
272,"RT @wanimohadis: Exactly my sentiment, walaupun barang China kat Shopee lagi murah and cantik, but you dont know the hygiene and the health…"
273,RT @fiqsyhmie: To all those Chinese fuckers who started coronavirus.
274,"RT @kgosztola: From 2016 @theintercept story: Dewey Square Group worked on behalf of health insurance industry during health reform debate,…"
275,"RT @owis_dada: Goodness me, they thought he was dramatising because of how he was preaching. May he rest in perfect peace😥"
276,"RT @aletweetsnews: Even if street protests in Hong Kong hit pause during the Wuhan outbreak, statements like this are enough to prop up pub…"
277,"Hmm 
expert reaction to WHO decision not to declare the China coronavirus outbreak a PHEIC (Public Health Emergency… https://t.co/KgULfLcxQP"
278,"RT @bedaduz: MERS coronavirus has very low person-to-person transmission. Also, it would only occur when you inhale a large number of virio…"
279,"RT @lokinhei: Apple Daily received intelligence on Department of Health mask storage area, and spotted at least 90 cases of N95 Respirator…"
280,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
281,"In wendy shay's voice ""GHANA WAKE UP ""ambulance sef den dey take do politics 😥"
282,"RT @MayoSaladd: Chinese woke guy, using VPN to post on internet:

- “not all of us are brainwashed”
- some Chinese gov has fled to the isla…"
283,RT @Jkylebass: A husband and wife Chinese spy team were recently removed from a Level 4 Infectious Disease facility in Canada for sending p…
284,"RT @KKMPutrajaya: Do you know #coronavirus #2019_nCov is a new virus with no available vaccine or medicine? 

Here are simple ways to preve…"
285,legit~
286,RT @DrEricDing: Some folks think I’m trying to incite fear. I’m not trying—I’m a scientist. This #coronavirus #WuhanCoronovirus is serious.…
287,"RT @AngelinaShen36: I live in #Wuhan. Today is the third day of the lockdown of the city. Here are some things I see 
or hear from other ci…"
288,"RT @LiveThinkGrow: Liang Wudong, just become the first doctor to die from the new Coronavirus in #China 

A reminder that while everyone el…"
289,"RT @ArifJemali: Coronavirus might comes from snake (Source :WHO)

This virus shows that how Islam literally take care what do we eat. What…"
290,"RT @marinadndy: Please bring your own hand sanitizer lagi lagi kalau korang pergi luar negara. Cegah coronavirus.

Cases of the virus detec…"
291,RT @SolomonYue: 🇨🇳must tell it's own people &amp; the world truth! Coverup kills more innocent Chinese people &amp; puts the rest world at risk. ht…
292,RT @azakwanzul: What if actually China created the virus not from the animals and they actually got the vaccine.Then they send their people…
293,"RT @jjkmaryy: How to wear mask , pls share this so that many people can learn the correct way 
#coronavirus #CoronaOutbreak #CoronavirusOut…"
294,"RT @thegreatola: When praying for riches, wealth, success and happiness. Please pray for good health, Coz you can’t enjoy all of these if y…"
295,RT @ferdiriva: Killer coronavirus could be spread through the EYES https://t.co/zTr4XyWm8i
296,RT @eastbIoc: westerners are like “wow the chinese govt is doing a bad job with coronavirus” while their kids are coming back from school w…
297,RT @robert_spalding: Forget impeachment. Coronavirus is more important.
298,"RT @_hmazbhs_: Nobody:

Coronavirus: https://t.co/q23YAgoIqf"
299,"RT @ShaykhAzhar: A dua to protect you from the coronavirus:

“Ya Allah, please protect me from the coronavirus.”"
300,"RT @KTH_News: “#Taehyung, worried about his followers on Weverse, warned them of the threat of the Wuhan coronavirus. The viral infection h…"
301,"RT @tsrandall: China has locked down a city of 11 million to slow the spread of the new strain of coronavirus. Latest estimates: 
-17 dead…"
302,"RT @aniefioketimMyk: Nigeria is also at risk with Buhari travelling upandan. 

I hope he gets quarantined at the airport  just incase.

I a…"
303,"RT @debrisumule: WW3 issue
Fire in Australia 
Flood in Jakarta
Coronavirus

2020 been so rough and we’re still in January 🥺 let’s pray for…"
304,"RT @FirdausAzil: Sad to learn a doctor who had been at the front line of the #coronavirus outbreak in Wuhan, just passed away due to the vi…"
305,"RT @new_prykm: This video shows how South Korea Airport is dealing with #coronavirus #โคโรน่าไวรัส from spreading.

อยากเห็นแบบนี้ในไทย
Cr.…"
306,"RT @badiucao: Heros from #Wuhan 
Volunteers send supplies to hospitals after medics crying for help to society due to everything shortage i…"
307,"RT @SyedAkramin: Hospital in Wuhan
Total bed : 1,000
Completion : 6 days

Hospital in Rembau
Total bed : 76
Completion : 7 years"
308,RT @eastbIoc: westerners are like “wow the chinese govt is doing a bad job with coronavirus” while their kids are coming back from school w…
309,"RT @GhostofWarfare: 'TERRIFYING VIDEO' of medical staff fainting from #CoronaOutbreak. And also, supermarkets shown completely empty, as pa…"
310,"RT @FunnymanPage: Please hear this, stop racism, hate and wrong judgement, and respect others. #PrayForWuhan #coronavirus https://t.co/OYU3…"
311,RT @CuntyGowon: Omg keep streaming guys ✨
312,"INDIAN GOVERNMENT 
.............. always ON DUTY"
313,I can’t tell if the media is blowing the coronavirus out of proportion or if it’s actually serious. Anyone have the coronavirus? Lmk
314,"RT @HausofHilton: Overthinking?

Turn off those notifications.
Don’t open the IG stories.
Find something to get your mind off it. 

When u…"
315,"RT @ESPN_Esports: China's #LPL and #LDL have been postponed indefinitely due to the ongoing outbreak of coronavirus in the country, a Riot…"
316,"RT @softforbaejin: as much as i want to see them, pls think about their health &amp; safety first @OfficialC9ent. we fixies can wait for the ri…"
317,RT @spectatorindex: BREAKING: Doctor who was treating coronavirus in China has died of the virus
318,RT @GLOBAL_X1: The 2nd protest date was revealed first to foreign ONE IT in order to give them a chance to book their tickets. But because…
319,This is evil in the flesh.
320,"RT @WHO: WHO’s risk assessment of the new #coronavirus (2019-nCoV) situation has not changed:
🔺very high in #China🇨🇳
🔺high at the regional…"
321,"RT @marinadndy: Please bring your own hand sanitizer lagi lagi kalau korang pergi luar negara. Cegah coronavirus.

Cases of the virus detec…"
322,RT @la_nimboni: This vid was removed as I was watching it. I managed to record the subtitles by fast forwarding the queued vid after it was…
323,"RT @DrDooleyMD: Medicare For All is health care justice for all.

Bernie gives a damn about you.  I do too, and that’s why I’m #VotingForBe…"
324,RT @JaneLytv: Hi. I'm keeping track of fakes about the #coronavirus. They will undoubtedly keep spreading online as the situation develops.…
325,RT @fiqsyhmie: To all those Chinese fuckers who started coronavirus. https://t.co/dN1bZbnQKe
326,"RT @CNN: Transgender youth have a much greater risk of suicide. However, if they have access to a puberty blocker, their chances of suicide…"
327,"RT @_hmazbhs_: Nobody:

Coronavirus: https://t.co/q23YAgoIqf"
328,RT @Miedle3: ++Breaking news++ A 30 year old man from a small village near Nuremburg has been infected with the #coronavirus. German govern…
329,RT @fiqsyhmie: To all those Chinese fuckers who started coronavirus.
330,"RT @DarrenPlymouth: #coronavirus in action.

https://t.co/af7w2Z4Uu7"
331,"RT @RogerUpchurch10: BREAKING NEWS: The #coronavirus exceeds SARS with R0=2.5, Harvard epidemiologist, Dr. Eric Feigl-Ding reports. And now…"
332,RT @Ichibanx3: This video about the Wuhan Coronavirus should be trending. This local guy is risking his life to tell us what he is going th…
333,"RT @FluTrackers: China - ""The city of Shantou on the southern coast of China in Guangdong province has announced it will be the first outsi…"
334,The latest Making Waves! https://t.co/vk2i1JD28M Thanks to @DairyConsultant @english_longbow @VUMC_Insights #health #vegan
335,RT @CuntyGowon: Omg keep streaming guys ✨
336,"RT @daisyanne05: this is allegedly a voice note from a nurse in Wuhan, China at the epicenter of where the coronavirus began. heartbreaking…"
337,"RT @theseoulstory: Happy birthday to MONSTA X's maknae rapper I.M! 🎂🎉

We are wishing you all the best and hope this year will bring you ev…"
338,"RT @sophia_yan: #Wuhan resident Chen Min, 65, died within 10 days of developing fever, cough. Docs never tested her for #coronavirus. She's…"
339,Crypto Panic: Binance donates 1.5m USD to aid coronavirus victims https://t.co/1TpiS5PyWZ 🙋 1X2T Token Launch via⟶ https://t.co/02Jo1tFKiP
340,RT @fiqsyhmie: To all those Chinese fuckers who started coronavirus.
341,@ImranKhanPTI My Dear Prime Minister. Please look into the matter of students and their families who are stuck into… https://t.co/CYErGpHYo2
342,"RT @vegix: The old school, non-industrialized way of making tofu.

There's something truly special about all of this.

In Asia tofu has bee…"
343,RT @0j0093: I just read about a Chinese woman from Wuhan who deceived France security checks to enter France last night and today I wake up…
344,"May the God of Shadrach, Meshach and Abednego ensue this virus doe not come to mother Africa. The level of control… https://t.co/lkm849jIro"
345,"Thai health authorities announced a sixth confirmed case of the new #coronavirus, a 73-year-old female tourist from… https://t.co/tWyLP6kUVS"
346,"RT @ShaykhAzhar: A dua to protect you from the coronavirus:

“Ya Allah, please protect me from the coronavirus.”"
347,"RT @elmnzhri: #Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk"
348,RT @IzzatiTaufek: Mask designed for hijabis so its easier for us to put on without finding traces of our ear. Got it from Health Lane for l…
349,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
350,RT @Unkle_K: This is how the coronavirus started
351,RT @AkaunAnon: In case you’re wondering why China always produces new viruses from time to time; because they eat the nastiest food ever. D…
352,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
353,"RT @Terrence_STR: Wuhan China 🇨🇳

Corona Virus Update⚠️ 
Disturbing  Leaked Video shows People literally falling over as they succumb to Vi…"
354,"RT @DarrenPlymouth: #coronavirus in action.

https://t.co/af7w2Z4Uu7"
355,"RT @BJSM_BMJ: Want to deepen your understanding of female athlete health? From #REDS to returning-to-running post-natally, this free #eEdit…"
356,"RT @JohnBasedow: #WakeUpWords: Good health is the foundation for all other good things. As long as you have it, you can make everything els…"
357,"SHANGHAI (Reuters) - More than 2,000 people globally have been infected with a new coronavirus, the vast majority o… https://t.co/dYhHRHLTfU"
358,RT @hrluqman: Googled bout the #Coronavirus just to find out the world had a plague every starting of the decade. https://t.co/S8EkNei70k
359,RT @Unkle_K: This is how the coronavirus started
360,RT @theserfstv: Coronavirus coverage leads to fear which leads to more more people clicking on news articles which leads to profit which le…
361,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
362,"RT @Bird5Ca: Coronavirus in Cda.
Reporters are asking what part of TO this guy lives in. No one will answer.
What about people on the plane…"
363,"RT @elmnzhri: #Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk"
364,"RT @elmnzhri: #Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk"
365,"RT @IndoPac_Info: #coronavirus 

Video: #Wuhan citizen seeking help from the world

https://t.co/ZJVH9lAQnm"
366,RT @hanzyboii: Why do I feel like he's gonna turn into a zombie
367,RT @ReiGermar: PLEASE WATCH THIS ☺️
368,"RT @Secret_Beijing: Update: Portugal has identified its first suspected case of pneumonia from the new #coronavirus, according to the count…"
369,"RT @_hmazbhs_: Nobody:

Coronavirus: https://t.co/q23YAgoIqf"
370,RT @Ichibanx3: This video about the Wuhan Coronavirus should be trending. This local guy is risking his life to tell us what he is going th…
371,"RT @debrisumule: WW3 issue
Fire in Australia 
Flood in Jakarta
Coronavirus

2020 been so rough and we’re still in January 🥺 let’s pray for…"
372,RT @SolomonYue: Spraying chemical disinfectant on the streets to combat #coronavirus is a total B.S. If that is how🇨🇳is dealing with the mo…
373,RT @Unkle_K: This is how the coronavirus started
374,RT @kindagrateful: why is it flopping in usa... y’all keep streaming omg
375,"RT @okikaguslut: hi, public health student chiming in with some friendly reminders during this coronavirus outbreak

- WASH YOUR FUCKING HA…"
376,"RT @AngelinaShen36: I live in #Wuhan. Today is the third day of the lockdown of the city. Here are some things I see 
or hear from other ci…"
377,"RT @lotus_ruan: This is circulating widely on wechat, “those who were on flight cz311 on Jan 22, please isolate yourself for 14 days. You w…"
378,"RT @MomentsAU: There are now three confirmed cases of the #Coronavirus in New South Wales, increasing the number of cases in Australia to f…"
379,RT @thehill: JUST IN: South Korea confirms first case of new coronavirus: report https://t.co/lJHSarOqqp https://t.co/fh6IOF6oir
380,@YoshTG please take care of your health
381,"RT @ShaykhAzhar: A dua to protect you from the coronavirus:

“Ya Allah, please protect me from the coronavirus.”"
382,RT @ReiGermar: PLEASE WATCH THIS ☺️
383,"RT @ASBreakingNews: URGENT: #Wuhan resident Chen Min, 65, died within 10 days of developing fever, cough. Doctors never tested her for #cor…"
384,"RT @elmnzhri: #Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk"
385,"RT @cz_binance: For #Wuhan, not realistic to do crypto to end beneficiaries.

Binance pledged 10m RMB ($1.5m USD) to help #coronavirus vict…"
386,"RT @elmnzhri: #Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk"
387,RT @hanzyboii: Why do I feel like he's gonna turn into a zombie
388,When should we panic?
389,"RT @ArifJemali: Coronavirus might comes from snake (Source :WHO)

This virus shows that how Islam literally take care what do we eat. What…"
390,RT @guardiannews: Mental health care postcode lottery ‘is risking lives’ https://t.co/lWS9jsDmWb
391,"RT @VOANews: 📌 CORONAVIRUS UPDATE

DEATHS

🇨🇳 China 41

CONFIRMED CASES

🇨🇳 China 1300
🇺🇸 US 2
🇦🇺Australia 1
🇫🇷 France 3
🇳🇵Nepal 1
🇯🇵 Japan…"
392,"RT @StraitsHerald: BREAKING

Malaysia confirms 4th case of #coronavirus.

The first 3 cases are from the same family, while this 4th case i…"
393,"RT @sunfloweraidil: oh my god.

the coronavirus has spread to western region of xinjiang. if the virus continues to spread there, the conce…"
394,"RT @elmnzhri: #Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk"
395,"RT @bedaduz: MERS coronavirus has very low person-to-person transmission. Also, it would only occur when you inhale a large number of virio…"
396,"RT @TheRynheart: ‘Trump says he trusts China’s Xi on coronavirus and the US has it ‘totally under control’’

‘It’s one person coming in fro…"
397,"That’s what I said. We can’t trust social media easily. I’m just wondering, where the hell you guys get this kind o… https://t.co/aS8ttWKcQF"
398,RT @SolomonYue: Spraying chemical disinfectant on the streets to combat #coronavirus is a total B.S. If that is how🇨🇳is dealing with the mo…
399,"RT @GhostofWarfare: 'TERRIFYING VIDEO' of medical staff fainting from #CoronaOutbreak. And also, supermarkets shown completely empty, as pa…"
400,"RT @new_prykm: This video shows how South Korea Airport is dealing with #coronavirus #โคโรน่าไวรัส from spreading.

อยากเห็นแบบนี้ในไทย
Cr.…"
401,RT @JaneLytv: Hi. I'm keeping track of fakes about the #coronavirus. They will undoubtedly keep spreading online as the situation develops.…
402,"RT @aminsyafee: 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…"
403,RT @TostevinM: No temperature check. As a growing part of China is in #coronavirus lockdown Thai authorities are not yet routinely scanning…
404,"Context Discriminant Analysis on latest NEWS 
2020/01/25 23:01:36 PST
Top level Topics -security,phone,health,apple… https://t.co/Pp8B0cImGL"
405,"RT @aminsyafee: 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…"
406,RT @realDonaldTrump: China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and t…
407,"RT @38yEaRoLdEx0L: Make sure to wear the surgical mask the right way. White should be inside. When you cough, it gets absorbed. Blue outsid…"
408,RT @hanzyboii: Why do I feel like he's gonna turn into a zombie
409,RT @hanzyboii: Why do I feel like he's gonna turn into a zombie
410,RT @eastbIoc: westerners are like “wow the chinese govt is doing a bad job with coronavirus” while their kids are coming back from school w…
411,"RT @jumaf3: The #CoronaVirus has now been confirmed in: 

- China
- USA
- France
- Japan
- South Korea
- Taiwan
- Singapore
- Thailand
- Au…"
412,RT @0j0093: I just read about a Chinese woman from Wuhan who deceived France security checks to enter France last night and today I wake up…
413,"RT @BenKTallmadge: Is Beijing Suppressing The True Scale of Infections? Nurse Treating Sufferers Claims 90,000People Have Already Been Infe…"
414,"RT @PDChina: Huoshenshan Hospital, a new facility providing 700 to 1,000 beds for #coronavirus patients in #Wuhan, is expected to be handed…"
415,RT @Unkle_K: This is how the coronavirus started
416,"RT @muqingmq: This is an example of how Westerners are using the death and tragedy in China to spread lies and attack China. Those ""gunshot…"
417,Coronavirus: Shipping Needs to Consider Charterparty Obligations https://t.co/JAi7JAqr2G
418,RT @globeandmail: #Breaking: New evidence suggests Wuhan authorities deliberately downplayed the coronavirus and banned doctors from speaki…
419,"RT @DarrenPlymouth: #coronavirus in action.

https://t.co/af7w2Z4Uu7"
420,RT @Ichibanx3: This video about the Wuhan Coronavirus should be trending. This local guy is risking his life to tell us what he is going th…
421,"RT @prodhoshi: a thread of twice supporting lgbtq+, women, feminism, animals, teenagers+kids, mental health issues, etc because everyone sh…"
422,"RT @Senator_Patrick: It was the Chinese president who stopped flights from Wuhan to Australia, not @ScottMorrisonMP. The PM has hesitated i…"
423,@MamataOfficial He seems to be very happy ..may god bless him with good health and peace..
424,"RT @PDChina: Huoshenshan Hospital, a new facility providing 700 to 1,000 beds for #coronavirus patients in #Wuhan, is expected to be handed…"
425,"RT @debrisumule: WW3 issue
Fire in Australia 
Flood in Jakarta
Coronavirus

2020 been so rough and we’re still in January 🥺 let’s pray for…"
426,RT @siwuol_: rt to save life #coronavirus https://t.co/xQ8z2ihrAu
427,😡😡😡 unbelievable...
428,RT @Unkle_K: This is how the coronavirus started
429,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
430,@chedetofficial is this true? how come we malaysian allow them? nak laris kan penutup hidung ke.
431,RT @moldbugman: These people caused Coronavirus and need to be held accountable. https://t.co/ywtpiarI8J
432,"RT @WHO: WHO’s risk assessment of the new #coronavirus (2019-nCoV) situation has not changed:
🔺very high in #China🇨🇳
🔺high at the regional…"
433,"RT @WHO: WHO’s risk assessment of the new #coronavirus (2019-nCoV) situation has not changed:
🔺very high in #China🇨🇳
🔺high at the regional…"
434,RT @HilmanxD: Lmao mahathir should change his mind now
435,"RT @philredcross: Here's what you need to know about #Coronavirus.

Be informed. Tell your friends and family.

#PHLRedCross https://t.co/B…"
436,RT @ogmaxb: “heard yo mans got the coronavirus..” https://t.co/1AqPbn4fRV
437,RT @IzzatiTaufek: Mask designed for hijabis so its easier for us to put on without finding traces of our ear. Got it from Health Lane for l…
438,RT @fiqsyhmie: To all those Chinese fuckers who started coronavirus.
439,RT @KonstantinNico: Got deleted! Just repost this! #coronavirus #coronoavirus https://t.co/ozVeMlYMsW
440,"The Wuhan, China lockdown is a sign of desperation to contain the #coronavirus. I'm guessing that Chinese govt is h… https://t.co/AsCjzn3tmB"
441,"RT @vegix: The old school, non-industrialized way of making tofu.

There's something truly special about all of this.

In Asia tofu has bee…"
442,"RT @nawat2918: จีน : Go to Thailand
ไทย : Well come, I have ชิม ช็อป ใช้ to you
จีน : Thanks you and I have Coronavirus Free!! to you.
#ไว…"
443,RT @CuntyGowon: Omg keep streaming guys ✨
444,RT @CuntyGowon: Omg keep streaming guys ✨
445,"RT @ASBreakingNews: BREAKING:VIDEO-#CHINA building a HOSPITAL which will be finished in 6 days, just for #CoronaVirus infections. The hospi…"
446,Rightway: Containing Coronavirus 2020 Outbreak in China: pub... https://t.co/7SlLkJtrJz
447,RT @howroute: New video from the quarantine zone in China. Medical personal checking #coronavirus patients. There’re multiple reports from…
448,@tayeonh thinkin about how coronavirus might be killin us🤡
449,"RT @DarrenPlymouth: #coronavirus in action.

https://t.co/af7w2Z4Uu7"
450,RT @BernieSanders: No one should have to watch a loved one die because they don't have health insurance. I don't understand what is so radi…
451,RT @ReiGermar: PLEASE WATCH THIS ☺️ https://t.co/3o9BmY7Gv6
452,"RT @lalalalisa_nct: he’s spitting on the buttons to infect others. this is ridiculous, it’s like the virus is messing with their brains too…"
453,but yea wuhan shld be blame for starting coronavirus while trying to create new dishes 🤢
454,"RT @lovesjennie3000: Rosé heading to Paris. 

Please remember to give her space if you do see her. With recent issues, health and safety al…"
455,"RT @MD_Hafidz: Do you know, if the person take panadol/paracetamol earlier in flight, the temperature of the person will reduce to normal l…"
456,RT @muqingmq: The reason Western coverage of the coronavirus is so racist is bc it feeds orientalizing narratives of Chinese people as a di…
457,RT @JaneLytv: Here’s our running post of coronovirus disinformation for you to share on any platform: https://t.co/qel076nShV
458,"As the Wuhan coronavirus continues to spread, more than 2,000 people have been infected so far and the death toll h… https://t.co/5GKhsBNhJy"
459,"RT @AinulNunanaa: Middle East Respiratory Syndrome - #CoronaVirus! It's transmit through direct contact, coughing, &amp; sneezing. So far, ther…"
460,RT @Rover829: LONDON (Reuters) - Each person infected with coronavirus is passing the disease on to between two and three other people on a…
461,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
462,RT @bencubby: China's President Xi says coronavirus situation 'grave' https://t.co/fVJuAgipLc via @smh
463,"RT @HausofHilton: To all the healthcare workers, airline crews - pilots , cabin crew, ground staff, airport staff. police, immigration offi…"
464,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
465,"RT @BISouthAfrica: Over 10,000 tear gas canisters have been been fired in Hong Kong's vicious protests, and it could have long-term consequ…"
466,"RT @njokingumi: Normalise calling ""pro life"" people ""pro birth"". 
After people are born, pro birth folk ignore:
- parent welfare/fam suppor…"
467,"RT @_jasmineleung_: Retweeting my article @AFP on the mask ban bc of #HongKongProtests, the city’s leader insists that the court ruling on…"
468,"RT @bea_johanssen: @DarrenPlymouth Seems to be a little more than a flu virus.

Is the Chinese government being completely open and honest…"
469,RT @CuntyGowon: Omg keep streaming guys ✨
470,"RT @MD_Hafidz: Do you know, if the person take panadol/paracetamol earlier in flight, the temperature of the person will reduce to normal l…"
471,RT @DineshDSouza: Slavery is full employment.
472,RT @eastbIoc: westerners are like “wow the chinese govt is doing a bad job with coronavirus” while their kids are coming back from school w…
473,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
474,"@BhavikaKapoor5 @Theshamrankhan @AmberShrma AAP has done whole lot of works in education, primary health care, wate… https://t.co/DdKeD9ZW67"
475,"RT @Terrence_STR: Wuhan China 🇨🇳

Corona Virus Update⚠️ 
Disturbing  Leaked Video shows People literally falling over as they succumb to Vi…"
476,"RT @menumpahkan: How to wear a mask
#coronavirus https://t.co/O71CjIZiWx"
477,RT @Unkle_K: This is how the coronavirus started
478,"RT @njokingumi: Normalise calling ""pro life"" people ""pro birth"". 
After people are born, pro birth folk ignore:
- parent welfare/fam suppor…"
479,"RT @vegix: The old school, non-industrialized way of making tofu.

There's something truly special about all of this.

In Asia tofu has bee…"
480,"RT @aminsyafee: 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…"
481,RT @KonstantinNico: Got deleted! Just repost this! #coronavirus #coronoavirus https://t.co/ozVeMlYMsW
482,"RT @MayoSaladd: Chinese woke guy, using VPN to post on internet:

- “not all of us are brainwashed”
- some Chinese gov has fled to the isla…"
483,"RT @new_prykm: This video shows how South Korea Airport is dealing with #coronavirus #โคโรน่าไวรัส from spreading.

อยากเห็นแบบนี้ในไทย
Cr.…"
484,RT @10NewsFirstQLD: Six people in Australia have been quarantined and are undergoing testing over fears they have contracted the deadly and…
485,"RT @VOANews: 📌 CORONAVIRUS UPDATE

DEATHS

🇨🇳 China 41

CONFIRMED CASES

🇨🇳 China 1300
🇺🇸 US 2
🇦🇺Australia 1
🇫🇷 France 3
🇳🇵Nepal 1
🇯🇵 Japan…"
486,This was beautiful 😢
487,RT @bootycheeks: just found out the coronavirus has nothing to do with beer https://t.co/aOYFNuitGO
488,"RT @lokinhei: Apple Daily received intelligence on Department of Health mask storage area, and spotted at least 90 cases of N95 Respirator…"
489,"RT @BTSBEINGBTSYT: ""@CrisisTextLine partnered with the @BTS_AHC (which started as a Twitter account dedicated to supporting BTS fans strugg…"
490,"RT @lovesjennie3000: Rosé heading to Paris. 

Please remember to give her space if you do see her. With recent issues, health and safety al…"
491,#contagion now playing
492,"RT @bedaduz: MERS coronavirus has very low person-to-person transmission. Also, it would only occur when you inhale a large number of virio…"
493,RT @mengfifi_: this is not good for my health rn 😭 they are so cute 😭😭 https://t.co/deplELYP5v
494,Don’t want to scare anyone but my friend’s cousin’s sister-in-law’s teacher’s nephew is a doctor and she posted thi… https://t.co/PlBW6aOOSP
495,RT @spectatorindex: MAP: The spread of new strand of coronavirus https://t.co/d6L4qvr11H
496,"RT @new_prykm: This video shows how South Korea Airport is dealing with #coronavirus #โคโรน่าไวรัส from spreading.

อยากเห็นแบบนี้ในไทย
Cr.…"
497,"RT @aminsyafee: 2020 so far;
- “world war 3”
- iran plane crash
- australian bushfires
- volcanic eruptions
- earthquake in indonesia
- jak…"
498,RT @DrEricDing: Some folks think I’m trying to incite fear. I’m not trying—I’m a scientist. This #coronavirus #WuhanCoronovirus is serious.…
499,"RT @DrOlufunmilayo: The deadly coronavirus is now in 15 countries:

China
United States
France
Japan
South Korea
Taiwan
Singapore
Thailand…"
500,"RT @DrOlufunmilayo: The deadly coronavirus is now in 15 countries:

China
United States
France
Japan
South Korea
Taiwan
Singapore
Thailand…"
501,"RT @allkpop: NCT Dream and SF9 fans demand their labels take action to keep artists out of China due to the coronavirus
https://t.co/JO0xJt…"
502,"RT @kondekturbus_: Wearing a face mask does help if you do it properly.

Seto Wing Hong of Hong Kong University demonstrates the correct wa…"
503,"RT @ShaykhAzhar: A dua to protect you from the coronavirus:

“Ya Allah, please protect me from the coronavirus.”"
504,"RT @cz_binance: All N95 masks in China, Japan and surrounding regions are sold out. We bought 8000+ medical masks but also having difficult…"
